LinkIndec,Region Macro,Region Micro,Provincia,Partido,Localidad,Conectividad,Accesos (Conec),Latitud,Longitud
6217020,PBA,INTERIOR PBA,BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),CABLEMODEM,1974,-35.87573294,-57.90041237
6217020,PBA,INTERIOR PBA,BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),FIBRA OPTICA,18,-35.87573294,-57.90041237
6217020,PBA,INTERIOR PBA,BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),SATELITAL,75,-35.87573294,-57.90041237
6217020,PBA,INTERIOR PBA,BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),WIMAX,444,-35.87573294,-57.90041237
6217030,PBA,INTERIOR PBA,BUENOS AIRES,Chascomús,Villa Parque Girado,SATELITAL,6,-35.6265499,-58.0160266
6224005,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Benitez,SATELITAL,3,-34.9011421,-60.0413483
6224005,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Benitez,WIRELESS,19,-34.9011421,-60.0413483
6224010,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Chivilcoy,ADSL,1206,-34.8969591,-60.0190499
6224010,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Chivilcoy,CABLEMODEM,9009,-34.8969591,-60.0190499
6224010,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Chivilcoy,DIAL UP,109,-34.8969591,-60.0190499
6224010,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Chivilcoy,FIBRA OPTICA,4390,-34.8969591,-60.0190499
6224010,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Chivilcoy,SATELITAL,126,-34.8969591,-60.0190499
6224010,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Chivilcoy,WIRELESS,5530,-34.8969591,-60.0190499
6224020,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Emilio Ayarza,SATELITAL,3,-34.7438867,-60.0390175
6224020,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Emilio Ayarza,WIRELESS,5,-34.7438867,-60.0390175
6224030,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Gorostiaga,ADSL,55,-34.8384597,-59.8630066
6224030,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Gorostiaga,SATELITAL,9,-34.8384597,-59.8630066
6224030,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Gorostiaga,WIRELESS,2,-34.8384597,-59.8630066
6224040,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,La Rica,ADSL,48,-34.9732415,-59.861755
6224040,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,La Rica,SATELITAL,3,-34.9732415,-59.861755
6224040,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,La Rica,WIRELESS,97,-34.9732415,-59.861755
6224050,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Moquehua,CABLEMODEM,338,-35.0920287,-59.7754756
6224050,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Moquehua,FIBRA OPTICA,576,-35.0920287,-59.7754756
6224050,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Moquehua,SATELITAL,2,-35.0920287,-59.7754756
6224050,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Moquehua,WIRELESS,30,-35.0920287,-59.7754756
6224060,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Ramon Biaus,ADSL,3,-35.0857386,-59.9250463
6224060,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Ramon Biaus,SATELITAL,1,-35.0857386,-59.9250463
6224060,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,Ramon Biaus,WIRELESS,77,-35.0857386,-59.9250463
6224070,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,San Sebastian,ADSL,3,-34.941944,-59.7018415
6224070,PBA,INTERIOR PBA,BUENOS AIRES,Chivilcoy,San Sebastian,WIRELESS,49,-34.941944,-59.7018415
6175010,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Colon,ADSL,3814,-34.1143871,-59.0190645
6175010,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Colon,CABLEMODEM,1803,-34.1143871,-59.0190645
6175010,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Colon,FIBRA OPTICA,5506,-34.1143871,-59.0190645
6175010,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Colon,SATELITAL,33,-34.1143871,-59.0190645
6175010,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Colon,WIRELESS,20,-34.1143871,-59.0190645
6175010,PBA,INTERIOR PBA,BUENOS AIRES,Colón,El Arbolito,SATELITAL,2,-33.912767,-60.9430003
6175030,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Pearson,SATELITAL,4,-33.6525761,-60.8902936
6175040,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Sarasa,SATELITAL,3,-34.0505445,-61.1997854
6175040,PBA,INTERIOR PBA,BUENOS AIRES,Colón,Sarasa,WIRELESS,14,-34.0505445,-61.1997854
6182010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,FIBRA OPTICA,25,-38.7627963,-61.920685
6182010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,SATELITAL,6,-38.7627963,-61.920685
6182010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,WIRELESS,49,-38.7627963,-61.920685
6182020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,SATELITAL,15,-38.9899436,-61.5549467
6182025,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,SATELITAL,7,-34.6463478,-59.4132756
6182025,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,WIRELESS,28,-34.6463478,-59.4132756
6182030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),ADSL,410,-38.87588,-62.07359
6182030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),CABLEMODEM,21424,-38.87588,-62.07359
6182030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),DIAL UP,45,-38.87588,-62.07359
6182030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),FIBRA OPTICA,10,-38.87588,-62.07359
6182030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),SATELITAL,52,-38.87588,-62.07359
6182030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,FIBRA OPTICA,101,-38.8525765,-62.1171494
6182030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,SATELITAL,2,-38.8525765,-62.1171494
6182050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilometro 638),FIBRA OPTICA,165,-38.8117451,-62.1010705
6182050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilometro 638),SATELITAL,1,-38.8117451,-62.1010705
6189010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Aparicio,SATELITAL,4,-38.6208033,-60.8838852
6189020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Balneario Marisol,FIBRA OPTICA,402,-38.9321154,-60.5320322
6189020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Balneario Marisol,SATELITAL,11,-38.9321154,-60.5320322
6189030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,ADSL,167,-38.7187129,-61.288505
6189030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,CABLEMODEM,1470,-38.7187129,-61.288505
6189030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,DIAL UP,2,-38.7187129,-61.288505
6189030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,FIBRA OPTICA,10,-38.7187129,-61.288505
6189030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,SATELITAL,22,-38.7187129,-61.288505
6189030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,WIRELESS,32,-38.7187129,-61.288505
6189040,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. Jose A. Guisasola),FIBRA OPTICA,32,-38.67578,-61.08789
6189040,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. Jose A. Guisasola),SATELITAL,7,-38.67578,-61.08789
6189040,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. Jose A. Guisasola),WIRELESS,5,-38.67578,-61.08789
6189050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Faro,SATELITAL,3,-38.7969585,-61.0698545
6189060,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Irene,SATELITAL,6,-38.5553807,-60.6951283
6189070,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Oriente,FIBRA OPTICA,607,-38.7442371,-60.6094327
6189070,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Oriente,SATELITAL,5,-38.7442371,-60.6094327
6189070,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Oriente,WIRELESS,48,-38.7442371,-60.6094327
6189075,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,Paraje La Ruta,SATELITAL,1,-38.5232315,-62.290882
6189080,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Dorrego,San Roman,SATELITAL,3,-38.7412683,-61.5385119
6196010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),ADSL,430,-37.97757,-61.39938
6196010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),CABLEMODEM,2056,-37.97757,-61.39938
6196010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),DIAL UP,3,-37.97757,-61.39938
6196010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),FIBRA OPTICA,20,-37.97757,-61.39938
6196010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),SATELITAL,20,-37.97757,-61.39938
6196010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),WIRELESS,366,-37.97757,-61.39938
6196030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,El Pensamiento,SATELITAL,2,-38.2169705,-61.3128583
6196040,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Indio Rico,DIAL UP,1,-38.3303846,-60.8854388
6196040,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Indio Rico,FIBRA OPTICA,24,-38.3303846,-60.8854388
6196040,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Indio Rico,WIRELESS,3,-38.3303846,-60.8854388
6196050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Pringles,Lartigau,SATELITAL,2,-38.4476515,-61.5655673
6203010,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Cascadas,SATELITAL,1,-37.2924356,-62.2973091
6203020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Coronel Suarez,ADSL,530,-37.4585755,-61.9329038
6203020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Coronel Suarez,CABLEMODEM,3219,-37.4585755,-61.9329038
6203020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Coronel Suarez,DIAL UP,80,-37.4585755,-61.9329038
6203020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Coronel Suarez,FIBRA OPTICA,1612,-37.4585755,-61.9329038
6203020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Coronel Suarez,SATELITAL,81,-37.4585755,-61.9329038
6203020,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Coronel Suarez,WIRELESS,785,-37.4585755,-61.9329038
6203030,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Cura Malal,SATELITAL,3,-37.4838787,-62.1044832
6203040,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,D'Orbigny,SATELITAL,2,-37.6758336,-61.707703
6203050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Huanguelen,DIAL UP,1,-37.0588929,-61.9325214
6203050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Huanguelen,FIBRA OPTICA,1743,-37.0588929,-61.9325214
6203050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Huanguelen,SATELITAL,4,-37.0588929,-61.9325214
6203050,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Huanguelen,WIRELESS,518,-37.0588929,-61.9325214
6203060,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Pasman,SATELITAL,3,-37.2244756,-62.1630242
6203060,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Pasman,WIRELESS,84,-37.2244756,-62.1630242
6203070,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,San Jose,CABLEMODEM,70,-34.6223517,-58.3852048
6203070,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,San Jose,FIBRA OPTICA,795,-34.6223517,-58.3852048
6203070,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,San Jose,SATELITAL,4,-34.6223517,-58.3852048
6203080,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Santa Maria,CABLEMODEM,36,-35.5434601,-58.6676601
6203080,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Santa Maria,FIBRA OPTICA,515,-35.5434601,-58.6676601
6203080,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Santa Maria,SATELITAL,1,-35.5434601,-58.6676601
6203090,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Santa Trinidad,CABLEMODEM,80,-37.4884999,-61.9223473
6203090,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Santa Trinidad,FIBRA OPTICA,648,-37.4884999,-61.9223473
6203090,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Santa Trinidad,SATELITAL,10,-37.4884999,-61.9223473
6203100,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Villa La Arcadia,CABLEMODEM,104,-38.135147,-61.788646
6203100,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Villa La Arcadia,FIBRA OPTICA,127,-38.135147,-61.788646
6203100,PBA,INTERIOR PBA,BUENOS AIRES,Coronel Suárez,Villa La Arcadia,SATELITAL,3,-38.135147,-61.788646
6231010,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Andant,SATELITAL,11,-36.5596281,-62.1352851
6231020,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Arboledas,SATELITAL,3,-36.883045,-61.4863933
6231030,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Daireaux,ADSL,162,-36.6034232,-61.7477079
6231030,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Daireaux,Otros,220,-36.6034232,-61.7477079
6231030,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Daireaux,SATELITAL,86,-36.6034232,-61.7477079
6231030,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Daireaux,WIRELESS,994,-36.6034232,-61.7477079
6231040,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,La Larga,SATELITAL,2,-36.6748372,-61.9265922
6231030,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,La Manuela,SATELITAL,1,-36.7435554,-62.0723118
6231060,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Salazar,FIBRA OPTICA,1,-36.3053893,-62.2015202
6231060,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Salazar,SATELITAL,9,-36.3053893,-62.2015202
6231060,PBA,INTERIOR PBA,BUENOS AIRES,Daireaux,Salazar,WIRELESS,79,-36.3053893,-62.2015202
6238010,PBA,INTERIOR PBA,BUENOS AIRES,Dolores,Dolores,ADSL,122,-36.3153624,-57.6755399
6238010,PBA,INTERIOR PBA,BUENOS AIRES,Dolores,Dolores,CABLEMODEM,11118,-36.3153624,-57.6755399
6238010,PBA,INTERIOR PBA,BUENOS AIRES,Dolores,Dolores,DIAL UP,1,-36.3153624,-57.6755399
6238010,PBA,INTERIOR PBA,BUENOS AIRES,Dolores,Dolores,FIBRA OPTICA,3095,-36.3153624,-57.6755399
6238010,PBA,INTERIOR PBA,BUENOS AIRES,Dolores,Dolores,SATELITAL,31,-36.3153624,-57.6755399
6238010,PBA,INTERIOR PBA,BUENOS AIRES,Dolores,Dolores,WIMAX,325,-36.3153624,-57.6755399
6238020,PBA,INTERIOR PBA,BUENOS AIRES,Dolores,Sevigne,WIRELESS,1,-36.2082794,-57.7415851
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Dique No 1,CABLEMODEM,231,-34.3605954,-58.6858122
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Dique No 1,SATELITAL,3,-34.3605954,-58.6858122
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Ensenada,ADSL,363,-34.8574895,-57.907717
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Ensenada,CABLEMODEM,10397,-34.8574895,-57.907717
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Ensenada,DIAL UP,14,-34.8574895,-57.907717
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Ensenada,FIBRA OPTICA,2919,-34.8574895,-57.907717
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Ensenada,SATELITAL,16,-34.8574895,-57.907717
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Ensenada,WIRELESS,2092,-34.8574895,-57.907717
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Isla Santiago (Oeste),SATELITAL,6,-34.8340289,-57.9159085
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Punta Lara,CABLEMODEM,1180,-34.8206566,-57.9675322
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Punta Lara,SATELITAL,7,-34.8206566,-57.9675322
6245010,PBA,INTERIOR PBA,BUENOS AIRES,Ensenada,Villa Catela,WIRELESS,7,-34.8894973,-57.945206
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Belen de Escobar,ADSL,1001,-34.3453213,-58.7950701
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Belen de Escobar,CABLEMODEM,16405,-34.3453213,-58.7950701
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Belen de Escobar,DIAL UP,21,-34.3453213,-58.7950701
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Belen de Escobar,FIBRA OPTICA,13811,-34.3453213,-58.7950701
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Belen de Escobar,OTROS,382,-34.3453213,-58.7950701
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Belen de Escobar,SATELITAL,289,-34.3453213,-58.7950701
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Belen de Escobar,WIRELESS,99,-34.3453213,-58.7950701
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,El Cazador,CABLEMODEM,922,-34.3206739,-58.7365931
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,El Cazador,FIBRA OPTICA,3136,-34.3206739,-58.7365931
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,El cazador,SATELITAL,25,-34.3206739,-58.7365931
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Garin,ADSL,3393,-34.6071666,-58.7795236
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Garin,CABLEMODEM,9885,-34.6071666,-58.7795236
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Garin,DIAL UP,3,-34.6071666,-58.7795236
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Garin,FIBRA OPTICA,5662,-34.6071666,-58.7795236
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Garin,SATELITAL,42,-34.6071666,-58.7795236
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Garin,WIRELESS,11,-34.6071666,-58.7795236
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Ingeniero Maschwitz,ADSL,186,-34.3829548,-58.7363667
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Ingeniero Maschwitz,CABLEMODEM,4090,-34.3829548,-58.7363667
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Ingeniero Maschwitz,DIAL UP,3,-34.3829548,-58.7363667
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Ingeniero Maschwitz,FIBRA OPTICA,4880,-34.3829548,-58.7363667
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Ingeniero Maschwitz,SATELITAL,229,-34.3829548,-58.7363667
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Ingeniero Maschwitz,WIRELESS,300,-34.3829548,-58.7363667
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Loma Verde,FIBRA OPTICA,1452,-34.3305806,-58.8445392
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Loma Verde,SATELITAL,97,-34.3305806,-58.8445392
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Maquinista F. Savio (este),ADSL,123,-34.48724187,-58.84712075
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Maquinista F. Savio (este),CABLEMODEM,5210,-34.48724187,-58.84712075
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Maquinista F. Savio (este),FIBRA OPTICA,167,-34.48724187,-58.84712075
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Maquinista F. Savio (este),SATELITAL,37,-34.48724187,-58.84712075
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Maquinista F. Savio (este),WIRELESS,14,-34.48724187,-58.84712075
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Matheu,ADSL,557,-34.3818222,-58.8250914
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Matheu,CABLEMODEM,2621,-34.3818222,-58.8250914
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Matheu,DIAL UP,2,-34.3818222,-58.8250914
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Matheu,FIBRA OPTICA,77,-34.3818222,-58.8250914
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Matheu,SATELITAL,38,-34.3818222,-58.8250914
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Matheu,WIRELESS,58,-34.3818222,-58.8250914
6252010,PBA,GBA NORTE,BUENOS AIRES,Escobar,Puerto Parana,SATELITAL,23,-34.2484387,-58.7302636
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,9 De Abril,ADSL,9,-34.7553639,-58.4853799
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,9 De Abril,CABLEMODEM,6645,-34.7553639,-58.4853799
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,9 De Abril,DIAL UP,6,-34.7553639,-58.4853799
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,9 De Abril,FIBRA OPTICA,612,-34.7553639,-58.4853799
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,9 De Abril,SATELITAL,29,-34.7553639,-58.4853799
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,9 De Abril,WIRELESS,153,-34.7553639,-58.4853799
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Canning,ADSL,2,-34.5990344,-58.4396927
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Canning,CABLEMODEM,4277,-34.5990344,-58.4396927
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Canning,FIBRA OPTICA,1328,-34.5990344,-58.4396927
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Canning,Otros,1,-34.5990344,-58.4396927
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Canning,SATELITAL,124,-34.5990344,-58.4396927
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Canning,WIRELESS,53,-34.5990344,-58.4396927
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,El Jaguel,CABLEMODEM,5455,-34.8373489,-58.4911377
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,El Jaguel,FIBRA OPTICA,4,-34.8373489,-58.4911377
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,El Jaguel,SATELITAL,17,-34.8373489,-58.4911377
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,El Jaguel,WIRELESS,89,-34.8373489,-58.4911377
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Luis Guillon,ADSL,3,-34.8035282,-58.4498911
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Luis Guillon,CABLEMODEM,7324,-34.8035282,-58.4498911
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Luis Guillon,DIAL UP,2,-34.8035282,-58.4498911
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Luis Guillon,FIBRA OPTICA,2023,-34.8035282,-58.4498911
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Luis Guillon,SATELITAL,16,-34.8035282,-58.4498911
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Luis Guillon,WIRELESS,77,-34.8035282,-58.4498911
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Monte Grande,ADSL,30,-34.8192731,-58.4664257
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Monte Grande,CABLEMODEM,26090,-34.8192731,-58.4664257
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Monte Grande,DIAL UP,56,-34.8192731,-58.4664257
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Monte Grande,FIBRA OPTICA,32669,-34.8192731,-58.4664257
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Monte Grande,SATELITAL,24,-34.8192731,-58.4664257
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Monte Grande,WIRELESS,662,-34.8192731,-58.4664257
6260010,PBA,GBA SUR,BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,ADSL,4,-34.8171591,-58.5340309
